route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
GS,A20111204SUN,A20111204SUN_051000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_051400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_052000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_052400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_053000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_053400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_054000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_054400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_055000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_055400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_056000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_056400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_057000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_057400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_058000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_058400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_059000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_059400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_060000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_060400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_061000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_061400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_062000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_062400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_063000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_063400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_064000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_064400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_065000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_065400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_066000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_066400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_067000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_067400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_068000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_069000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_068400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_069500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_069400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_070000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_069900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_070500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_070400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_071000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_070900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_071500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_071400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_072000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_071900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_072500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_072400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_073000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_072900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_073500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_073400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_074000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_073900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_074500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_074400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_075000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_074900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_075500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_075400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_076000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_075900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_076500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_076400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_077000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_076900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_077500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_077400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_078000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_077900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_078500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_078400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_079000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_078900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_079500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_079400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_080000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_079900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_080500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_080400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_081000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_080900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_081500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_081400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_082000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_081900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_082500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_082400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_083000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_082900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_083500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_083400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_084000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_083900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_084500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_084400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_085000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_084900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_085500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_085400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_086000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_085900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_086500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_086400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_087000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_086900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_087500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_087400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_088000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_087900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_088500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_088400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_089000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_088900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_089500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_089400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_090000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_089900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_090500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_090400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_091000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_090900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_091500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_091400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_092000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_091900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_092500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_092400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_093000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_092900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_093500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_093400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_094000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_093900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_094500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_094400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_095000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_094900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_095500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_095400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_096000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_095900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_096500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_096400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_097000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_096900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_097500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_097400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_098000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_097900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_098500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_098400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_099000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_098900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_099500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_099400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_100000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_099900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_100500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_100400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_101000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_100900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_101500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_101400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_102000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_101900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_102500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_102400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_103000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_102900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_103500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_103400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_104000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_103900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_104500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_104400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_105000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_104900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_105500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_105400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_106000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_105900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_106500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_106400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_107000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_106900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_107500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_107400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_108000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_107900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_108500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_108400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_109000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_108900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_109500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_109400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_110000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_109900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_110500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_110400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_111000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_110900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_111500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_111400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_112000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_111900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_112500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_112400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_113000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_112900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_113500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_113400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_114000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_113900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_114500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_114400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_115000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_114900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_115500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_115400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_116000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_115900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_116500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_116400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_117000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20111204SUN,A20111204SUN_116900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_118000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_117400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20111204SUN,A20111204SUN_118400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_119000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_119400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_120000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_120400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_121000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_121400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_122000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_122400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_123000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_123400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_124000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_124400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_125000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_125400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_126000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_126400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_127000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_127400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_128000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_128400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_129000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_129400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20111204SUN,A20111204SUN_130000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20111204SUN,A20111204SUN_130400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
