Division,Line,Station_Name,Route_1,Route_2,Route_3,Route_4,Route_5,Route_6,Route_7,Route_8,Route_9,Route_10,Route_11,ADA,ADA_Notes,Free_Crossover,Entrance_Type,Entry,Exit_Only,Entrance_Staffing,North_South_Street,East_West_Street,Corner,Latitude,Longitude
IND,Fulton Street,Liberty Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Pennsylvania Av,Liberty Av,NE,40674567,-73896364
IND,Fulton Street,Liberty Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Pennsylvania Av,Liberty Av,SW,40674242,-73896645
IND,Fulton Street,Liberty Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Pennsylvania Av,Liberty Av,NW,40674430,-73896776
IND,Fulton Street,Nostrand Av,A,C,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Nostrand Av,Fulton St,SE,40680228,-73949414
IND,Fulton Street,Nostrand Av,A,C,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Nostrand Av,Fulton St,NE,40680547,-73949515
IND,Fulton Street,Nostrand Av,A,C,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Nostrand Av,Fulton St,SW,40680262,-73949635
IND,Fulton Street,Nostrand Av,A,C,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Nostrand Av,Fulton St,NW,40680572,-73949753
IND,Fulton Street,Ralph Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Ralph Av,Fulton St,NE,40678984,-73921442
IND,Fulton Street,Ralph Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Ralph Av,Fulton St,SE,40678702,-73921552
IND,Fulton Street,Ralph Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Ralph Av,Mac Dougal St,NE,40679164,-73921870
IND,Fulton Street,Rockaway Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Hopkinson Av,Fulton St,SW,40678317,-73913651
IND,Fulton Street,Rockaway Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Hopkinson Av,Fulton St,NW,40678594,-73913732
IND,Fulton Street,Rockaway Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,NO,YES,NONE,Rockaway Av,Fulton St,SE,40678017,-73910661
IND,Fulton Street,Rockaway Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Rockaway Av,Fulton St,NE,40678513,-73910773
IND,Fulton Street,Rockaway Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,NO,YES,NONE,Rockaway Av,Fulton St,SW,40678142,-73910875
IND,Fulton Street,Rockaway Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Rockaway Av,Fulton St,NW,40678460,-73910971
IND,Fulton Street,Shepherd Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Shepherd Av,Pitkin Av,SE,40673970,-73880667
IND,Fulton Street,Shepherd Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Shepherd Av,Pitkin Av,NE,40674303,-73880749
IND,Fulton Street,Shepherd Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Shepherd Av,Pitkin Av,NW,40673989,-73880869
IND,Fulton Street,Shepherd Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Shepherd Av,Pitkin Av,SW,40674234,-73880927
IND,Fulton Street,Utica Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Stuyvesant Av,Fulton St,SW,40679346,-73931987
IND,Fulton Street,Utica Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Stuyvesant Av,Fulton St,NW,40679530,-73932021
IND,Fulton Street,Utica Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Utica Av,Fulton St,NW,40679487,-73929725
IND,Fulton Street,Utica Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Utica Av,Fulton St,SW,40679095,-73930044
IND,Fulton Street,Van Siclen Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Van Siclen Av,Pitkin Av,SE,40672479,-73890164
IND,Fulton Street,Van Siclen Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Van Siclen Av,Pitkin Av,NE,40672850,-73890257
IND,Fulton Street,Van Siclen Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Van Siclen Av,Pitkin Av,SW,40672545,-73890381
IND,Fulton Street,Van Siclen Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Van Siclen Av,Pitkin Av,NW,40672771,-73890584
IND,Liberty Avenue,104 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,104th St,Liberty Av,SE,40681994,-73836742
IND,Liberty Avenue,104 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,104th St,Liberty Av,NE,40682120,-73836836
IND,Liberty Avenue,111 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,109th St,Liberty Av,SE,40683972,-73832816
IND,Liberty Avenue,111 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,109th St,Liberty Av,NW,40684111,-73832889
IND,Liberty Avenue,111 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,111th St,Liberty Av,SE,40684732,-73830898
IND,Liberty Avenue,111 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,111th St,Liberty Av,NE,40684874,-73830943
IND,Liberty Avenue,80 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,77th St,Liberty Av,NE,40679361,-73860284
IND,Liberty Avenue,80 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,77th St,Liberty Av,SE,40679215,-73860291
IND,Liberty Avenue,80 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,80th St,Liberty Av,SE,40679371,-73858024
IND,Liberty Avenue,80 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,80th St,Liberty Av,NE,40679498,-73858049
IND,Liberty Avenue,88 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,88th St,Liberty Av,SE,40679828,-73850401
IND,Liberty Avenue,88 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,88th St,Liberty Av,NE,40679973,-73850413
IND,Liberty Avenue,Grant Av,A,,,,,,,,,,,FALSE,,TRUE,Door,YES,,FULL,Grant Av,Pitkin Av,NE,40676735,-73865491
IND,Liberty Avenue,Ozone Park-Lefferts Blvd,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,116th St,Liberty Av,SW,40685720,-73827092
IND,Liberty Avenue,Ozone Park-Lefferts Blvd,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,116th St,Liberty Av,NW,40685868,-73827107
IND,Liberty Avenue,Ozone Park-Lefferts Blvd,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Lefferts Blvd,Liberty Av,SW,40686103,-73824314
IND,Liberty Avenue,Ozone Park-Lefferts Blvd,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Lefferts Blvd,Liberty Av,NW,40686234,-73824378
IND,Liberty Avenue,Rockaway Blvd,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,94th St,Liberty Av,SW,40680158,-73845131
IND,Liberty Avenue,Rockaway Blvd,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,94th St,Liberty Av,NW,40680305,-73845159
IND,Liberty Avenue,Rockaway Blvd,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,97th St,Liberty Av,NW,40680611,-73842537
IND,Liberty Avenue,Rockaway Blvd,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,97th St,Liberty Av,SW,40680774,-73842558
IND,Prospect Park,15 St-Prospect Park,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Howard Pl,Windsor Pl,NE,40659436,-73979951
IND,Prospect Park,15 St-Prospect Park,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Prospect Park West,Prospect Park Southwest,NE,40660763,-73978992
IND,Prospect Park,15 St-Prospect Park,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Prospect Park West,14th St,SE,40661287,-73979395
IND,Prospect Park,15 St-Prospect Park,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Prospect Park West,Prospect Park Southwest,SE,40660705,-73979522
IND,Prospect Park,15 St-Prospect Park,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Prospect Park West,14th St,SW,40661400,-73979762
IND,Prospect Park,15 St-Prospect Park,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Prospect Park West,16th St,NE,40660198,-73979787
IND,Prospect Park,4 Av-9 St,F,G,R,,,,,,,,,FALSE,,TRUE,Door,YES,,FULL,4th Ave,10th St,NW,40670010,-73989248
IND,Prospect Park,4 Av-9 St,F,G,R,,,,,,,,,FALSE,,TRUE,Door,YES,,FULL,4th Ave,10th St,NW,40669953,-73989442
IND,Prospect Park,7 Av,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,7th Ave,9th St,NE,40667004,-73981331
IND,Prospect Park,7 Av,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,7th Ave,9th St,SE,40666649,-73981624
IND,Prospect Park,7 Av,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,7th Ave,9th St,NW,40667112,-73981716
IND,Prospect Park,7 Av,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,7th Ave,9th St,SW,40666751,-73981851
IND,Prospect Park,7 Av,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,8th Ave,9th St,NE,40665835,-73979007
IND,Prospect Park,7 Av,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,8th Ave,9th St,NW,40665993,-73979181
IND,Prospect Park,7 Av,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,8th Ave,9th St,SE,40665494,-73979278
IND,Prospect Park,7 Av,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,8th Ave,9th St,SW,40665593,-73979509
IND,Prospect Park,Bergen St,F,G,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Smith St,Bergen St,NE,40686727,-73990269
IND,Prospect Park,Bergen St,F,G,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Smith St,Bergen St,SE,40686584,-73990362
IND,Prospect Park,Bergen St,F,G,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Smith St,Bergen St,NW,40686868,-73990526
IND,Prospect Park,Bergen St,F,G,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Smith St,Bergen St,SW,40686708,-73990629
IND,Prospect Park,Bergen St,F,G,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Smith St,Warren St,NE,40685445,-73991131
IND,Prospect Park,Bergen St,F,G,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Smith St,Warren St,NW,40685579,-73991465
IND,Prospect Park,Carroll St,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Smith St,President St,NE,40680944,-73994247
IND,Prospect Park,Carroll St,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Smith St,President St,SE,40680806,-73994350
IND,Prospect Park,Carroll St,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Smith St,President St,NW,40681115,-73994434
IND,Prospect Park,Carroll St,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Smith St,2nd St,SE,40679344,-73995288
IND,Prospect Park,Church Av,F,G,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,McDonald Ave,Church Ave,SE,40642692,-73979260
IND,Prospect Park,Church Av,F,G,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,McDonald Ave,Church Ave,NE,40643147,-73979342
IND,Prospect Park,Church Av,F,G,,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,McDonald Ave,Albemarle Rd,SE,40645042,-73979573
IND,Prospect Park,Church Av,F,G,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,McDonald Ave,Church Ave,SW,40642571,-73979579
IND,Prospect Park,Church Av,F,G,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,McDonald Ave,Church Ave,NW,40643006,-73979660
IND,Prospect Park,Church Av,F,G,,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,McDonald Ave,Albemarle Rd,SW,40644908,-73980019
IND,Prospect Park,Fort Hamilton Pkwy,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Prospect Ave,Greenwood Ave,NW,40651608,-73975596
IND,Prospect Park,Fort Hamilton Pkwy,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Prospect Ave,Reeve Pl,SE,40652665,-73975901
IND,Prospect Park,Fort Hamilton Pkwy,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Prospect Ave,Greenwood Ave,NE,40651834,-73976076
IND,Prospect Park,Fort Hamilton Pkwy,F,G,,,,,,,,,,FALSE,,TRUE,Door,YES,,NONE,Prospect Expwy,Fort Hamilton Pkwy,NW,40649854,-73975815
IND,Prospect Park,Smith-9 Sts,F,G,,,,,,,,,,FALSE,,TRUE,Door,YES,,FULL,Smith St,9th St,NE,40674725,-73997505
IND,Queens,169 St,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,168th St,Hillside Av,SE,40709852,-73794564
IND,Queens,169 St,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,168th St,Hillside Av,SW,40709812,-73794712
IND,Queens,169 St,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,168th St,Hillside Av,NE,40710184,-73794730
IND,Queens,169 St,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,168th St,Hillside Av,NW,40710154,-73794922
IND,Queens,169 St,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,169th St,Hillside Av,NE,40710968,-73792761
IND,Queens,169 St,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,169th St,Hillside Av,SE,40710563,-73792853
IND,Queens,169 St,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,169th St,Hillside Av,SW,40710495,-73793022
IND,Queens,169 St,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,169th St,Hillside Av,NW,40710830,-73793248
IND,Queens,36 St,M,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,34th St,Northern Blvd,SW,40751868,-73930585
IND,Queens,36 St,M,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,35th St,38th Ave,NE,40752232,-73928775
IND,Queens,36 St,M,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,35th St,38th Ave,SW,40752198,-73929263
IND,Queens,36 St,M,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,36th St,Northern Blvd,SE,40751930,-73927141
IND,Queens,36 St,M,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,36th St,Northern Blvd,NE,40752238,-73927662
IND,Queens,46 St,M,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,46th St,Broadway,NW,40756868,-73914303
IND,Queens,46 St,M,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,46th St,Broadway,SW,40756624,-73914407
IND,Queens,46 St,M,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,48th St,Newtown Rd,NE,40756029,-73912180
IND,Queens,46 St,M,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,48th St,Broadway,SE,40755813,-73912642
IND,Queens,5 Av/53 St,E,M,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,5th Ave,53rd St,NE,40760373,-73975562
IND,Queens,5 Av/53 St,E,M,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,5th Ave,53rd St,SE,40760267,-73975638
IND,Queens,5 Av/53 St,E,M,,,,,,,,,,FALSE,,TRUE,Easement,YES,,FULL,5th Ave,53rd St,SW,40760422,-73976146
IND,Queens,5 Av/53 St,E,M,,,,,,,,,,FALSE,,TRUE,Easement,YES,,NONE,Madison Av,53rd St,NE,40759721,-73973858
IND,Queens,5 Av/53 St,E,M,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Madison Ave,53rd St,SE,40759556,-73974068
IND,Queens,63 Dr-Rego Park,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,63rd Dr,Queens Blvd,NW,40730037,-73861343
IND,Queens,63 Dr-Rego Park,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,63rd Dr,Queens Blvd,SW,40729574,-73861751
IND,Queens,63 Dr-Rego Park,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,63rd Rd,Queens Blvd,NE,40729265,-73860814
IND,Queens,63 Dr-Rego Park,M,R,,,,,,,,,,FALSE,,TRUE,Stair,NO,YES,NONE,63rd Rd,Queens Blvd,NE,40730417,-73862373
IND,Queens,63 Dr-Rego Park,M,R,,,,,,,,,,FALSE,,TRUE,Stair,NO,YES,NONE,63rd Rd,Queens Blvd,SW,40729953,-73862699
IND,Queens,63 Dr-Rego Park,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,64th Rd,Queens Blvd,SE,40728847,-73859668
IND,Queens,63 Dr-Rego Park,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,64th Rd,Queens Blvd,NW,40729774,-73860489
IND,Queens,65 St,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,65th St,Broadway,NE,40749330,-73897382
IND,Queens,65 St,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,65th St,Broadway,SE,40749145,-73897495
IND,Queens,67 Av,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,67th Av,Queens Blvd,NE,40727073,-73853226
IND,Queens,67 Av,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,67th Av,Queens Blvd,SE,40726598,-73853534
IND,Queens,67 Av,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,67th Dr,Queens Blvd,NW,40726367,-73851592
IND,Queens,67 Av,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,67th Dr,Queens Blvd,SW,40726030,-73852186
IND,Queens,7 Av,B,D,E,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,7th Ave,53rd St,NE,40762937,-73981578
IND,Queens,7 Av,B,D,E,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,7th Ave,53rd St,SE,40762793,-73981690
IND,Queens,7 Av,B,D,E,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Broadway,53rd St,NE,40763388,-73982495
IND,Queens,7 Av,B,D,E,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Broadway,53rd St,SE,40763141,-73982666
IND,Queens,75 Av,E,F,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,75th Av,Queens Blvd,NW,40719061,-73837916
IND,Queens,75 Av,E,F,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,75th Av,Queens Blvd,SW,40718574,-73838257
IND,Queens,75 Av,E,F,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,75th Rd,Queens Blvd,SE,40717895,-73836743
IND,Queens,Briarwood-Van Wyck Blvd,F,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Van Wyck Blvd,Queens Blvd,SE,40709316,-73819773
IND,Queens,Briarwood-Van Wyck Blvd,F,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Van Wyck Blvd,Queens Blvd,SW,40708068,-73820111
IND,Queens,Court Sq-23 St,E,G,M,7,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,21st St,44th Ave,NE,40748195,-73947163
IND,Queens,Court Sq-23 St,E,G,M,7,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,21st St,44th Ave,SE,40747954,-73947240
IND,Queens,Court Sq-23 St,E,G,M,7,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,23rd St,44th Ave,NE,40747706,-73944626
IND,Queens,Elmhurst Av,M,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Britton Av,Broadway,NW,40742937,-73882708
IND,Queens,Elmhurst Av,M,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Britton Av,Broadway,SW,40742791,-73883025
IND,Queens,Elmhurst Av,M,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Elmhurst Av,Broadway,NW,40742066,-73881039
IND,Queens,Elmhurst Av,M,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Elmhurst Av,Broadway,SE,40741729,-73881135
IND,Queens,Elmhurst Av,M,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Elmhurst Av,Broadway,SW,40741861,-73881457
IND,Queens,Forest Hills-71 Av,E,F,M,R,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,108th St,Queens Blvd,NW,40721916,-73844352
IND,Queens,Forest Hills-71 Av,E,F,M,R,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,70th Rd,Queens Blvd,NW,40722269,-73845153
IND,Queens,Forest Hills-71 Av,E,F,M,R,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,71st,Queens Blvd,NE,40721490,-73843389
IND,Queens,Forest Hills-71 Av,E,F,M,R,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,71st,Queens Blvd,SE,40721100,-73844039
IND,Queens,Forest Hills-71 Av,E,F,M,R,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,71st,Queens Blvd,SW,40721409,-73844632
IND,Queens,Grand Av-Newtown,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,54th St,Queens Blvd,NE,40736277,-73876424
IND,Queens,Grand Av-Newtown,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,54th St,Queens Blvd,SE,40735888,-73876886
IND,Queens,Grand Av-Newtown,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,54th St,Queens Blvd,SW,40736075,-73877167
IND,Queens,Grand Av-Newtown,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Broadway,Queens Blvd,SE,40737354,-73877191
IND,Queens,Grand Av-Newtown,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Broadway,Queens Blvd,SW,40737477,-73877424
IND,Queens,Jackson Heights-Roosevelt Av,E,F,M,R,7,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,73rd St,37th Rd,NE,40747238,-73892146
IND,Queens,Jackson Heights-Roosevelt Av,E,F,M,R,7,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,73rd St,Broadway,SW,40747034,-73892555
IND,Queens,Jackson Heights-Roosevelt Av,E,F,M,R,7,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,74th St,Roosevelt Av,SW,40746527,-73891461
IND,Queens,Jackson Heights-Roosevelt Av,E,F,M,R,7,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,75th St,Broadway,SE,40745988,-73890208
IND,Queens,Jackson Heights-Roosevelt Av,E,F,M,R,7,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,75th St,Broadway,NE,40746391,-73890285
IND,Queens,Jackson Heights-Roosevelt Av,E,F,M,R,7,,,,,,,TRUE,,TRUE,Door,YES,,FULL,75th St,Broadway,NW,40746597,-73890955
IND,Queens,Jackson Heights-Roosevelt Av,E,F,M,R,7,,,,,,,TRUE,,TRUE,Door,YES,,FULL,75th St,Roosevelt Av,SW,40746784,-73890958
IND,Queens,Jamaica-179 St,F,,,,,,,,,,,TRUE,,TRUE,Elevator,YES,,FULL,179th Pl,Hillside Av,SW,40712581,-73783377
IND,Queens,Jamaica-179 St,F,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,179th Pl,Hillside Av,SW,40712548,-73783427
IND,Queens,Jamaica-179 St,F,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,179th St,Hillside Av,SE,40712295,-73784280
IND,Queens,Jamaica-179 St,F,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,179th St,Hillside Av,NE,40712640,-73784411
IND,Queens,Jamaica-179 St,F,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,179th St,Hillside Av,SW,40712240,-73784456
IND,Queens,Jamaica-179 St,F,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,179th St,Hillside Av,NE,40712575,-73784669
IND,Queens,Jamaica-179 St,F,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,179th St,Hillside Av,SW,40712242,-73784968
IND,Queens,Jamaica-179 St,F,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,179th St,Hillside Av,NW,40712483,-73785064
IND,Queens,Jamaica-179 St,F,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,180th St,Hillside Av,SW,40712865,-73782418
IND,Queens,Jamaica-179 St,F,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,180th St,Hillside Av,NW,40713113,-73782624
IND,Queens,Jamaica-179 St,F,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,180th St,Hillside Av,SW,40712723,-73782637
IND,Queens,Jamaica-179 St,F,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,180th St,Hillside Av,SW,40712723,-73783035
IND,Queens,Jamaica-179 St,F,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,180th St,Hillside Av,NW,40712940,-73783179
IND,Queens,Jamaica-179 St,F,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,180th St,Hillside Av,SW,40712669,-73783274
IND,Queens,Jamaica-179 St,F,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,180th St,Hillside Av,NW,40712892,-73783363
IND,Queens,Jamaica-179 St,F,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Midland Pkwy,Hillside Av,NE,40713207,-73782119
IND,Queens,Kew Gardens-Union Tpke,E,F,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,80th Rd,Queens Blvd,SE,40713663,-73830011
IND,Queens,Kew Gardens-Union Tpke,E,F,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Union Tpke,Queens Blvd,NE,40714073,-73829917
IND,Queens,Kew Gardens-Union Tpke,E,F,,,,,,,,,,TRUE,,TRUE,Elevator,YES,,FULL,Union Tpke,Queens Blvd,SE,40714001,-73831166
IND,Queens,Kew Gardens-Union Tpke,E,F,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Union Tpke,Queens Blvd,SE,40713967,-73831303
IND,Queens,Kew Gardens-Union Tpke,E,F,,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,Union Tpke,Queens Blvd,NW,40714929,-73831501
IND,Queens,Kew Gardens-Union Tpke,E,F,,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,Union Tpke,Queens Blvd,SW,40715019,-73831620
IND,Queens,Kew Gardens-Union Tpke,E,F,,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,Union Tpke,Queens Blvd,NW,40714673,-73832151
