PLAZAID,DATE,ETC,CASH
5,12/3/2010,"18,417","3,635"
6,12/3/2010,"17,299","4,508"
7,12/3/2010,"74,574","15,663"
8,12/3/2010,"44,727","7,639"
9,12/3/2010,"89,688","25,622"
11,12/3/2010,"81,928","18,013"
1,12/2/2010,"55,503","25,162"
2,12/2/2010,"81,395","19,184"
3,12/2/2010,"80,078","27,959"
4,12/2/2010,"60,956","10,811"
5,12/2/2010,"18,484","3,527"
6,12/2/2010,"17,123","4,093"
7,12/2/2010,"79,350","14,591"
8,12/2/2010,"47,550","7,535"
9,12/2/2010,"87,812","22,613"
11,12/2/2010,"81,363","16,254"
1,12/1/2010,"50,417","22,549"
2,12/1/2010,"67,672","16,375"
3,12/1/2010,"71,331","25,433"
4,12/1/2010,"52,018","9,189"
5,12/1/2010,"17,151","3,046"
6,12/1/2010,"15,522","3,669"
7,12/1/2010,"70,122","13,108"
8,12/1/2010,"42,996","6,295"
9,12/1/2010,"78,742","19,507"
11,12/1/2010,"69,148","13,526"
1,11/30/2010,"54,414","25,096"
2,11/30/2010,"74,893","17,760"
3,11/30/2010,"77,371","28,003"
4,11/30/2010,"56,545","9,762"
5,11/30/2010,"18,254","3,236"
6,11/30/2010,"16,357","3,835"
7,11/30/2010,"70,696","12,639"
8,11/30/2010,"44,445","6,720"
9,11/30/2010,"84,911","21,737"
11,11/30/2010,"77,419","15,661"
1,11/29/2010,"52,797","25,394"
2,11/29/2010,"73,388","17,973"
3,11/29/2010,"80,863","29,562"
4,11/29/2010,"55,907","9,746"
5,11/29/2010,"17,231","3,231"
6,11/29/2010,"15,975","3,794"
7,11/29/2010,"69,360","13,245"
8,11/29/2010,"41,171","6,368"
9,11/29/2010,"85,103","23,735"
11,11/29/2010,"76,271","16,966"
1,11/28/2010,"42,974","30,682"
2,11/28/2010,"58,655","18,870"
3,11/28/2010,"73,585","35,865"
4,11/28/2010,"50,798","11,449"
5,11/28/2010,"12,169","3,031"
6,11/28/2010,"10,798","3,587"
7,11/28/2010,"56,136","15,017"
8,11/28/2010,"27,984","5,973"
9,11/28/2010,"82,019","31,896"
11,11/28/2010,"62,126","23,068"
1,11/27/2010,"43,709","31,113"
2,11/27/2010,"52,401","19,720"
3,11/27/2010,"69,184","35,132"
4,11/27/2010,"48,320","11,914"
5,11/27/2010,"12,540","3,217"
6,11/27/2010,"12,085","3,823"
7,11/27/2010,"49,849","14,989"
8,11/27/2010,"25,441","6,100"
9,11/27/2010,"80,750","30,350"
11,11/27/2010,"67,381","23,568"
1,11/26/2010,"41,974","28,988"
2,11/26/2010,"46,454","18,008"
3,11/26/2010,"66,076","34,532"
4,11/26/2010,"41,025","9,776"
5,11/26/2010,"13,895","3,274"
6,11/26/2010,"12,458","4,125"
7,11/26/2010,"43,074","12,388"
8,11/26/2010,"26,017","5,587"
9,11/26/2010,"80,091","29,928"
11,11/26/2010,"67,355","20,772"
1,11/25/2010,"45,753","31,710"
2,11/25/2010,"58,566","21,745"
3,11/25/2010,"79,327","40,301"
4,11/25/2010,"53,397","12,300"
5,11/25/2010,"13,925","3,996"
6,11/25/2010,"11,420","4,805"
7,11/25/2010,"44,250","12,358"
8,11/25/2010,"30,379","7,152"
9,11/25/2010,"96,792","34,626"
11,11/25/2010,"80,191","27,242"
1,11/24/2010,"57,245","29,775"
2,11/24/2010,"73,264","21,499"
3,11/24/2010,"85,451","34,467"
4,11/24/2010,"57,624","13,016"
5,11/24/2010,"18,882","3,773"
6,11/24/2010,"17,245","4,589"
7,11/24/2010,"68,702","15,679"
8,11/24/2010,"45,774","8,520"
9,11/24/2010,"92,875","29,544"
11,11/24/2010,"87,641","21,878"
1,11/23/2010,"56,903","26,512"
2,11/23/2010,"81,732","20,041"
3,11/23/2010,"89,384","30,988"
4,11/23/2010,"65,321","12,033"
5,11/23/2010,"18,991","3,615"
6,11/23/2010,"17,247","4,235"
7,11/23/2010,"75,181","14,659"
8,11/23/2010,"47,064","7,787"
9,11/23/2010,"97,045","26,011"
11,11/23/2010,"83,404","17,793"
1,11/22/2010,"53,990","26,095"
2,11/22/2010,"71,915","18,276"
3,11/22/2010,"77,296","29,721"
4,11/22/2010,"56,410","10,470"
5,11/22/2010,"17,874","3,496"
6,11/22/2010,"16,671","4,138"
7,11/22/2010,"68,178","13,303"
8,11/22/2010,"43,867","7,074"
9,11/22/2010,"87,603","24,317"
11,11/22/2010,"75,529","16,577"
1,11/21/2010,"41,720","30,102"
2,11/21/2010,"55,725","18,650"
3,11/21/2010,"65,826","34,238"
4,11/21/2010,"49,217","10,850"
5,11/21/2010,"12,384","3,049"
6,11/21/2010,"11,300","3,792"
7,11/21/2010,"56,304","14,915"
8,11/21/2010,"32,844","6,956"
9,11/21/2010,"71,004","26,948"
11,11/21/2010,"61,204","20,250"
1,11/20/2010,"47,502","32,491"
2,11/20/2010,"58,836","20,544"
3,11/20/2010,"71,805","36,809"
4,11/20/2010,"52,887","12,879"
5,11/20/2010,"14,372","3,568"
6,11/20/2010,"13,555","4,323"
7,11/20/2010,"58,487","16,284"
8,11/20/2010,"34,295","7,954"
9,11/20/2010,"76,500","28,928"
11,11/20/2010,"71,402","22,024"
1,11/19/2010,"58,789","29,290"
2,11/19/2010,"80,111","21,161"
3,11/19/2010,"87,136","32,495"
4,11/19/2010,"62,036","12,280"
5,11/19/2010,"18,393","3,760"
6,11/19/2010,"17,163","4,558"
7,11/19/2010,"76,851","16,340"
8,11/19/2010,"44,472","7,819"
9,11/19/2010,"94,569","27,754"
11,11/19/2010,"83,717","18,512"
1,11/18/2010,"57,545","26,206"
2,11/18/2010,"82,637","18,905"
3,11/18/2010,"82,043","28,367"
4,11/18/2010,"61,650","10,880"
5,11/18/2010,"18,788","3,514"
6,11/18/2010,"17,369","4,199"
7,11/18/2010,"79,441","14,868"
8,11/18/2010,"47,395","7,434"
9,11/18/2010,"91,033","23,433"
11,11/18/2010,"81,531","16,335"
1,11/17/2010,"54,757","24,646"
2,11/17/2010,"76,693","17,787"
3,11/17/2010,"77,498","27,344"
4,11/17/2010,"59,265","10,022"
5,11/17/2010,"18,119","3,322"
6,11/17/2010,"16,917","3,855"
7,11/17/2010,"76,369","13,780"
8,11/17/2010,"46,097","7,210"
9,11/17/2010,"87,443","22,610"
11,11/17/2010,"78,887","15,861"
1,11/16/2010,"54,101","25,365"
2,11/16/2010,"73,439","17,284"
3,11/16/2010,"75,301","26,998"
4,11/16/2010,"56,334","9,653"
5,11/16/2010,"18,056","3,209"
6,11/16/2010,"16,433","3,953"
7,11/16/2010,"71,988","13,041"
8,11/16/2010,"44,988","7,222"
9,11/16/2010,"84,422","21,662"
11,11/16/2010,"77,069","15,968"
1,11/15/2010,"53,590","26,150"
2,11/15/2010,"71,214","17,680"
3,11/15/2010,"76,079","28,251"
4,11/15/2010,"53,910","9,524"
5,11/15/2010,"17,952","3,297"
6,11/15/2010,"16,310","3,810"
7,11/15/2010,"71,414","13,298"
8,11/15/2010,"41,744","6,438"
9,11/15/2010,"84,349","23,167"
11,11/15/2010,"74,965","16,112"
1,11/14/2010,"43,191","31,466"
2,11/14/2010,"61,618","20,024"
3,11/14/2010,"67,619","34,192"
4,11/14/2010,"54,168","11,832"
5,11/14/2010,"13,474","3,398"
6,11/14/2010,"12,230","4,023"
7,11/14/2010,"59,715","15,565"
8,11/14/2010,"34,556","7,375"
9,11/14/2010,"77,599","28,999"
11,11/14/2010,"65,633","21,880"
1,11/13/2010,"47,954","33,724"
2,11/13/2010,"65,124","21,737"
3,11/13/2010,"70,743","35,952"
4,11/13/2010,"54,125","12,995"
5,11/13/2010,"15,083","3,868"
6,11/13/2010,"14,665","4,713"
7,11/13/2010,"42,224","13,352"
8,11/13/2010,"35,665","8,640"
9,11/13/2010,"80,881","30,218"
11,11/13/2010,"73,891","23,047"
1,11/12/2010,"57,936","29,583"
2,11/12/2010,"76,456","20,177"
3,11/12/2010,"80,465","31,535"
4,11/12/2010,"60,132","12,470"
5,11/12/2010,"18,536","3,755"
6,11/12/2010,"17,700","4,811"
7,11/12/2010,"74,068","15,762"
8,11/12/2010,"43,350","7,731"
9,11/12/2010,"92,728","27,087"
11,11/12/2010,"81,259","18,717"
1,11/11/2010,"52,068","26,093"
2,11/11/2010,"74,485","18,300"
3,11/11/2010,"76,855","28,667"
4,11/11/2010,"58,688","10,365"
5,11/11/2010,"17,034","3,456"
6,11/11/2010,"14,872","3,921"
7,11/11/2010,"70,900","14,262"
8,11/11/2010,"42,237","6,712"
9,11/11/2010,"87,516","24,058"
11,11/11/2010,"75,465","16,914"
1,11/10/2010,"57,104","25,315"
2,11/10/2010,"77,882","17,947"
3,11/10/2010,"79,717","27,695"
4,11/10/2010,"59,686","10,375"
5,11/10/2010,"18,199","3,354"
6,11/10/2010,"17,107","4,225"
7,11/10/2010,"78,040","14,474"
8,11/10/2010,"46,703","7,091"
9,11/10/2010,"90,003","23,226"
11,11/10/2010,"80,821","16,168"
1,11/9/2010,"54,946","24,509"
2,11/9/2010,"75,264","17,028"
3,11/9/2010,"74,225","27,051"
4,11/9/2010,"57,339","9,783"
5,11/9/2010,"18,034","3,186"
6,11/9/2010,"16,910","4,010"
7,11/9/2010,"73,188","12,894"
8,11/9/2010,"45,640","7,038"
9,11/9/2010,"86,084","21,974"
11,11/9/2010,"77,789","15,497"
1,11/8/2010,"52,353","24,835"
2,11/8/2010,"70,587","16,909"
3,11/8/2010,"72,528","27,045"
4,11/8/2010,"52,125","8,832"
5,11/8/2010,"17,080","3,164"
6,11/8/2010,"15,925","3,682"
7,11/8/2010,"68,950","12,711"
8,11/8/2010,"41,914","6,301"
9,11/8/2010,"82,819","22,680"
11,11/8/2010,"74,852","16,087"
1,11/7/2010,"44,499","32,474"
2,11/7/2010,"53,747","20,458"
3,11/7/2010,"70,537","35,657"
4,11/7/2010,"49,622","11,340"
5,11/7/2010,"12,469","3,081"
6,11/7/2010,"11,899","4,004"
7,11/7/2010,"64,027","17,569"
8,11/7/2010,"28,239","6,778"
9,11/7/2010,"80,552","29,837"
11,11/7/2010,"39,570","14,011"
1,11/6/2010,"48,474","32,803"
2,11/6/2010,"58,695","20,728"
3,11/6/2010,"65,766","34,692"
4,11/6/2010,"50,705","12,002"
5,11/6/2010,"14,594","3,816"
6,11/6/2010,"14,445","4,591"
7,11/6/2010,"60,005","16,885"
8,11/6/2010,"33,911","7,973"
9,11/6/2010,"83,906","30,220"
11,11/6/2010,"75,068","23,062"
1,11/5/2010,"57,842","29,276"
2,11/5/2010,"78,278","20,826"
3,11/5/2010,"77,620","29,757"
4,11/5/2010,"61,581","12,138"
5,11/5/2010,"18,967","3,801"
6,11/5/2010,"17,514","4,678"
7,11/5/2010,"76,041","15,864"
8,11/5/2010,"46,179","8,280"
9,11/5/2010,"93,341","27,108"
11,11/5/2010,"83,865","18,691"
1,11/4/2010,"53,989","24,583"
2,11/4/2010,"76,832","18,074"
3,11/4/2010,"75,174","25,940"
4,11/4/2010,"59,434","10,524"
5,11/4/2010,"17,754","3,319"
6,11/4/2010,"16,429","3,940"
7,11/4/2010,"75,844","14,465"
8,11/4/2010,"46,644","7,376"
9,11/4/2010,"84,963","21,764"
11,11/4/2010,"77,992","15,679"
1,11/3/2010,"56,704","25,462"
2,11/3/2010,"75,619","17,644"
3,11/3/2010,"76,571","27,130"
4,11/3/2010,"59,077","10,171"
5,11/3/2010,"18,656","3,538"
6,11/3/2010,"17,253","4,232"
7,11/3/2010,"74,331","13,224"
8,11/3/2010,"45,225","6,940"
9,11/3/2010,"88,734","22,871"
11,11/3/2010,"79,228","16,337"
1,11/2/2010,"52,934","25,642"
2,11/2/2010,"69,518","16,910"
3,11/2/2010,"73,702","27,740"
4,11/2/2010,"56,261","9,894"
5,11/2/2010,"18,131","3,543"
6,11/2/2010,"15,892","4,039"
7,11/2/2010,"67,896","12,171"
8,11/2/2010,"41,282","6,360"
9,11/2/2010,"86,279","22,922"
11,11/2/2010,"75,859","16,286"
1,11/1/2010,"53,764","26,289"
2,11/1/2010,"70,912","17,837"
3,11/1/2010,"75,098","28,095"
4,11/1/2010,"55,128","10,155"
5,11/1/2010,"17,991","3,447"
6,11/1/2010,"16,451","4,144"
7,11/1/2010,"70,015","13,349"
8,11/1/2010,"42,232","6,671"
9,11/1/2010,"85,120","23,742"
11,11/1/2010,"75,717","16,996"
1,10/31/2010,"42,069","31,322"
2,10/31/2010,"54,831","19,689"
3,10/31/2010,"61,743","34,427"
4,10/31/2010,"46,977","11,486"
5,10/31/2010,"12,828","3,428"
6,10/31/2010,"11,410","4,052"
7,10/31/2010,"52,436","15,265"
8,10/31/2010,"30,648","7,566"
9,10/31/2010,"70,494","27,771"
11,10/31/2010,"60,885","21,449"
1,10/30/2010,"48,864","34,345"
2,10/30/2010,"60,840","21,768"
3,10/30/2010,"65,942","35,006"
4,10/30/2010,"50,111","12,723"
5,10/30/2010,"14,271","3,840"
6,10/30/2010,"14,239","4,643"
7,10/30/2010,"47,292","15,761"
8,10/30/2010,"31,628","8,171"
9,10/30/2010,"79,493","30,259"
11,10/30/2010,"72,806","24,109"
1,10/29/2010,"59,396","30,533"
2,10/29/2010,"78,227","21,470"
3,10/29/2010,"80,286","31,205"
4,10/29/2010,"62,185","12,636"
5,10/29/2010,"18,910","3,931"
6,10/29/2010,"17,805","4,824"
7,10/29/2010,"75,834","16,396"
8,10/29/2010,"46,169","8,577"
9,10/29/2010,"93,429","28,246"
11,10/29/2010,"85,113","20,208"
1,10/28/2010,"58,071","26,538"
2,10/28/2010,"79,522","18,988"
3,10/28/2010,"80,582","28,859"
4,10/28/2010,"61,409","11,027"
5,10/28/2010,"19,715","3,797"
6,10/28/2010,"17,746","4,366"
7,10/28/2010,"78,298","14,837"
8,10/28/2010,"47,902","7,898"
9,10/28/2010,"91,917","24,432"
11,10/28/2010,"82,009","16,924"
1,10/27/2010,"54,646","24,810"
2,10/27/2010,"73,690","17,394"
3,10/27/2010,"74,868","26,500"
4,10/27/2010,"57,752","9,993"
5,10/27/2010,"17,922","3,300"
6,10/27/2010,"16,653","3,942"
7,10/27/2010,"72,377","13,634"
8,10/27/2010,"46,041","7,015"
9,10/27/2010,"86,008","22,295"
11,10/27/2010,"78,609","15,951"
1,10/26/2010,"55,116","25,258"
2,10/26/2010,"72,730","17,069"
3,10/26/2010,"75,777","27,412"
4,10/26/2010,"56,858","9,966"
5,10/26/2010,"18,706","3,361"
6,10/26/2010,"16,807","4,184"
7,10/26/2010,"71,840","13,275"
8,10/26/2010,"45,685","7,160"
9,10/26/2010,"86,540","23,092"
11,10/26/2010,"78,844","16,314"
1,10/25/2010,"54,203","26,347"
2,10/25/2010,"72,048","17,760"
3,10/25/2010,"74,918","28,716"
4,10/25/2010,"54,749","10,018"
5,10/25/2010,"17,531","3,382"
6,10/25/2010,"16,397","3,995"
7,10/25/2010,"69,015","12,992"
8,10/25/2010,"41,458","6,456"
9,10/25/2010,"86,095","24,019"
11,10/25/2010,"75,789","16,880"
1,10/24/2010,"47,747","32,992"
2,10/24/2010,"63,460","20,399"
3,10/24/2010,"69,908","35,366"
4,10/24/2010,"53,396","11,947"
5,10/24/2010,"14,196","3,799"
6,10/24/2010,"12,091","4,187"
7,10/24/2010,"62,350","16,632"
8,10/24/2010,"34,658","7,486"
9,10/24/2010,"84,853","31,744"
11,10/24/2010,"67,206","23,006"
1,10/23/2010,"50,115","34,381"
2,10/23/2010,"60,738","21,723"
3,10/23/2010,"68,541","35,866"
4,10/23/2010,"54,563","13,478"
5,10/23/2010,"14,425","3,679"
6,10/23/2010,"14,299","4,556"
7,10/23/2010,"63,369","18,017"
8,10/23/2010,"34,764","8,544"
9,10/23/2010,"87,752","32,782"
11,10/23/2010,"74,750","23,923"
1,10/22/2010,"60,300","29,812"
2,10/22/2010,"81,060","21,710"
3,10/22/2010,"80,469","30,903"
4,10/22/2010,"62,149","12,625"
5,10/22/2010,"18,862","3,998"
6,10/22/2010,"17,677","4,745"
7,10/22/2010,"76,818","16,822"
8,10/22/2010,"44,695","8,030"
9,10/22/2010,"97,422","28,426"
11,10/22/2010,"84,354","19,605"
1,10/21/2010,"57,798","26,125"
2,10/21/2010,"80,487","19,141"
3,10/21/2010,"79,357","28,279"
4,10/21/2010,"60,212","11,020"
5,10/21/2010,"18,878","3,488"
6,10/21/2010,"17,365","4,394"
7,10/21/2010,"76,798","14,658"
8,10/21/2010,"46,920","7,839"
9,10/21/2010,"91,731","24,415"
11,10/21/2010,"80,937","16,819"
1,10/20/2010,"59,394","26,214"
2,10/20/2010,"77,916","18,420"
3,10/20/2010,"77,043","27,534"
4,10/20/2010,"59,001","10,595"
5,10/20/2010,"18,878","3,606"
6,10/20/2010,"17,101","4,264"
7,10/20/2010,"75,532","13,996"
8,10/20/2010,"47,268","7,217"
9,10/20/2010,"92,457","23,914"
11,10/20/2010,"81,921","16,630"
1,10/19/2010,"56,818","25,335"
2,10/19/2010,"73,827","17,630"
3,10/19/2010,"75,296","26,599"
4,10/19/2010,"57,686","10,199"
5,10/19/2010,"18,664","3,373"
6,10/19/2010,"16,626","4,260"
7,10/19/2010,"73,309","13,329"
8,10/19/2010,"45,984","6,749"
9,10/19/2010,"89,106","23,289"
11,10/19/2010,"78,029","16,030"
1,10/18/2010,"57,025","26,524"
2,10/18/2010,"73,107","18,136"
3,10/18/2010,"75,785","28,674"
4,10/18/2010,"55,493","10,522"
5,10/18/2010,"17,992","3,503"
6,10/18/2010,"16,414","4,154"
7,10/18/2010,"69,756","13,030"
8,10/18/2010,"41,971","6,432"
9,10/18/2010,"88,119","24,698"
11,10/18/2010,"76,224","16,835"
1,10/17/2010,"44,028","32,930"
2,10/17/2010,"63,081","20,877"
3,10/17/2010,"68,110","34,788"
4,10/17/2010,"55,900","12,675"
5,10/17/2010,"14,669","3,859"
6,10/17/2010,"12,251","4,353"
7,10/17/2010,"58,466","16,099"
8,10/17/2010,"33,523","7,623"
9,10/17/2010,"86,716","31,913"
11,10/17/2010,"67,732","23,116"
1,10/16/2010,"49,962","34,537"
2,10/16/2010,"58,425","21,706"
3,10/16/2010,"66,684","35,387"
4,10/16/2010,"51,658","13,205"
5,10/16/2010,"14,482","3,936"
6,10/16/2010,"13,608","4,582"
7,10/16/2010,"56,682","16,629"
8,10/16/2010,"32,727","8,394"
9,10/16/2010,"86,615","32,102"
11,10/16/2010,"72,912","23,618"
1,10/15/2010,"58,909","30,180"
2,10/15/2010,"77,012","21,056"
3,10/15/2010,"76,152","30,627"
4,10/15/2010,"60,016","13,175"
5,10/15/2010,"18,004","3,807"
6,10/15/2010,"17,184","4,539"
7,10/15/2010,"74,887","16,047"
8,10/15/2010,"45,924","8,756"
9,10/15/2010,"94,487","27,821"
11,10/15/2010,"81,891","19,133"
1,10/14/2010,"57,588","26,706"
2,10/14/2010,"78,343","19,469"
3,10/14/2010,"76,772","28,480"
4,10/14/2010,"59,078","10,869"
5,10/14/2010,"18,335","3,575"
6,10/14/2010,"17,137","4,332"
7,10/14/2010,"78,900","15,501"
8,10/14/2010,"47,999","8,070"
9,10/14/2010,"91,941","23,844"
11,10/14/2010,"80,069","16,707"
1,10/13/2010,"55,426","25,757"
2,10/13/2010,"76,952","18,359"
3,10/13/2010,"76,955","27,792"
4,10/13/2010,"59,968","11,158"
5,10/13/2010,"19,187","3,647"
6,10/13/2010,"17,147","4,386"
7,10/13/2010,"74,835","14,069"
8,10/13/2010,"47,746","7,673"
9,10/13/2010,"89,274","23,952"
11,10/13/2010,"82,052","17,175"
1,10/12/2010,"56,548","25,499"
2,10/12/2010,"75,479","17,996"
3,10/12/2010,"76,782","28,399"
4,10/12/2010,"57,454","10,392"
5,10/12/2010,"18,364","3,512"
6,10/12/2010,"16,572","4,196"
7,10/12/2010,"73,849","13,682"
8,10/12/2010,"46,381","7,586"
9,10/12/2010,"91,990","24,230"
11,10/12/2010,"78,518","16,779"
1,10/11/2010,"52,449","28,751"
2,10/11/2010,"67,756","18,469"
3,10/11/2010,"73,030","30,438"
4,10/11/2010,"55,185","10,764"
5,10/11/2010,"16,447","3,820"
6,10/11/2010,"14,003","4,083"
7,10/11/2010,"62,750","13,401"
8,10/11/2010,"37,388","6,840"
9,10/11/2010,"95,213","29,928"
11,10/11/2010,"69,329","18,535"
1,10/10/2010,"49,070","34,245"
2,10/10/2010,"62,294","22,558"
3,10/10/2010,"68,539","36,126"
4,10/10/2010,"50,109","12,693"
5,10/10/2010,"14,646","3,895"
6,10/10/2010,"12,244","4,245"
7,10/10/2010,"59,215","17,014"
8,10/10/2010,"35,006","8,214"
9,10/10/2010,"89,580","32,494"
11,10/10/2010,"69,386","24,236"
1,10/9/2010,"54,579","36,269"
2,10/9/2010,"60,873","23,277"
3,10/9/2010,"68,111","35,887"
4,10/9/2010,"53,468","14,536"
5,10/9/2010,"14,493","4,007"
6,10/9/2010,"14,313","4,934"
7,10/9/2010,"58,266","17,391"
8,10/9/2010,"32,950","8,548"
9,10/9/2010,"91,654","34,055"
11,10/9/2010,"76,312","24,693"
1,10/8/2010,"62,147","31,453"
2,10/8/2010,"80,453","22,299"
3,10/8/2010,"81,605","32,023"
4,10/8/2010,"64,588","13,856"
5,10/8/2010,"19,414","4,268"
6,10/8/2010,"18,180","5,048"
7,10/8/2010,"76,910","17,206"
8,10/8/2010,"45,668","8,818"
9,10/8/2010,"104,209","30,938"
11,10/8/2010,"87,458","20,439"
1,10/7/2010,"58,460","26,482"
2,10/7/2010,"80,534","19,398"
3,10/7/2010,"78,700","28,484"
4,10/7/2010,"61,691","11,409"
5,10/7/2010,"19,959","3,809"
6,10/7/2010,"17,855","4,527"
7,10/7/2010,"77,729","15,211"
8,10/7/2010,"49,057","8,060"
9,10/7/2010,"94,270","25,295"
11,10/7/2010,"82,653","17,125"
1,10/6/2010,"56,337","25,518"
2,10/6/2010,"76,576","18,360"
3,10/6/2010,"75,218","27,491"
4,10/6/2010,"59,137","10,914"
5,10/6/2010,"18,767","3,588"
6,10/6/2010,"17,262","4,217"
7,10/6/2010,"73,943","14,096"
8,10/6/2010,"46,277","7,298"
9,10/6/2010,"88,327","23,366"
11,10/6/2010,"81,019","16,371"
1,10/5/2010,"54,528","25,145"
2,10/5/2010,"72,167","17,327"
3,10/5/2010,"73,002","27,222"
4,10/5/2010,"56,522","10,249"
5,10/5/2010,"18,553","3,455"
6,10/5/2010,"16,664","4,125"
7,10/5/2010,"71,081","12,876"
8,10/5/2010,"44,556","6,885"
9,10/5/2010,"86,669","22,617"
11,10/5/2010,"77,958","15,947"
1,10/4/2010,"52,582","25,784"
2,10/4/2010,"69,394","17,514"
3,10/4/2010,"72,275","28,349"
4,10/4/2010,"53,999","9,695"
5,10/4/2010,"17,503","3,414"
6,10/4/2010,"15,991","4,083"
7,10/4/2010,"69,360","13,531"
8,10/4/2010,"41,764","6,677"
9,10/4/2010,"85,492","23,575"
11,10/4/2010,"74,152","16,193"
1,10/3/2010,"48,282","34,032"
2,10/3/2010,"62,409","21,255"
3,10/3/2010,"68,317","35,474"
4,10/3/2010,"47,937","11,372"
5,10/3/2010,"13,702","3,685"
6,10/3/2010,"12,340","4,162"
7,10/3/2010,"58,650","16,040"
8,10/3/2010,"31,414","7,264"
9,10/3/2010,"84,828","31,657"
11,10/3/2010,"67,393","23,053"
1,10/2/2010,"51,059","35,669"
2,10/2/2010,"61,141","22,826"
3,10/2/2010,"68,784","36,397"
4,10/2/2010,"54,067","13,774"
5,10/2/2010,"16,038","4,569"
6,10/2/2010,"14,916","5,272"
7,10/2/2010,"59,779","17,247"
8,10/2/2010,"34,614","9,261"
9,10/2/2010,"87,342","33,246"
11,10/2/2010,"75,946","24,406"
1,10/1/2010,"54,731","29,459"
2,10/1/2010,"72,059","20,284"
3,10/1/2010,"69,740","29,086"
4,10/1/2010,"47,825","10,811"
5,10/1/2010,"16,169","3,510"
6,10/1/2010,"16,574","4,576"
7,10/1/2010,"72,004","15,834"
8,10/1/2010,"38,323","7,346"
9,10/1/2010,"85,772","26,309"
11,10/1/2010,"76,845","18,433"
1,9/30/2010,"50,020","24,533"
2,9/30/2010,"66,001","17,512"
3,9/30/2010,"68,265","26,672"
4,9/30/2010,"47,400","9,457"
5,9/30/2010,"15,536","3,148"
6,9/30/2010,"16,208","4,167"
7,9/30/2010,"67,823","13,098"
8,9/30/2010,"35,494","5,955"
9,9/30/2010,"78,338","21,906"
11,9/30/2010,"70,857","15,225"
1,9/29/2010,"56,408","26,301"
2,9/29/2010,"77,413","18,436"
3,9/29/2010,"77,264","28,675"
4,9/29/2010,"58,491","10,643"
5,9/29/2010,"18,561","3,738"
6,9/29/2010,"17,631","4,339"
7,9/29/2010,"74,597","14,204"
8,9/29/2010,"43,385","7,100"
9,9/29/2010,"90,630","24,006"
11,9/29/2010,"79,946","16,758"
1,9/28/2010,"52,615","24,620"
2,9/28/2010,"72,391","17,238"
3,9/28/2010,"72,837","27,046"
4,9/28/2010,"55,619","10,266"
5,9/28/2010,"17,849","3,273"
6,9/28/2010,"16,384","3,937"
7,9/28/2010,"71,024","13,425"
8,9/28/2010,"44,866","7,150"
9,9/28/2010,"83,541","21,896"
11,9/28/2010,"76,845","15,978"
1,9/27/2010,"52,113","25,482"
2,9/27/2010,"70,008","17,575"
3,9/27/2010,"71,840","28,002"
4,9/27/2010,"53,047","9,884"
5,9/27/2010,"16,556","3,218"
6,9/27/2010,"15,659","3,683"
7,9/27/2010,"67,656","13,422"
8,9/27/2010,"42,613","6,893"
9,9/27/2010,"84,989","23,500"
11,9/27/2010,"74,597","16,456"
1,9/26/2010,"48,284","34,457"
2,9/26/2010,"62,889","21,569"
3,9/26/2010,"67,949","35,353"
4,9/26/2010,"52,168","11,997"
5,9/26/2010,"14,440","3,692"
6,9/26/2010,"11,720","4,192"
7,9/26/2010,"59,657","16,228"
8,9/26/2010,"29,438","7,618"
9,9/26/2010,"85,688","33,231"
11,9/26/2010,"69,979","23,670"
1,9/25/2010,"53,005","36,294"
2,9/25/2010,"63,736","23,941"
3,9/25/2010,"68,840","36,009"
4,9/25/2010,"54,399","14,616"
5,9/25/2010,"16,529","4,835"
6,9/25/2010,"15,523","5,621"
7,9/25/2010,"60,545","17,600"
8,9/25/2010,"35,326","9,364"
9,9/25/2010,"90,954","34,701"
11,9/25/2010,"76,088","24,956"
1,9/24/2010,"60,818","31,231"
2,9/24/2010,"78,335","22,342"
3,9/24/2010,"78,905","32,051"
4,9/24/2010,"60,540","13,442"
5,9/24/2010,"17,818","3,991"
6,9/24/2010,"18,020","5,094"
7,9/24/2010,"71,052","16,535"
8,9/24/2010,"39,103","7,713"
9,9/24/2010,"99,423","30,207"
11,9/24/2010,"81,587","20,040"
1,9/23/2010,"58,510","27,618"
2,9/23/2010,"77,537","19,893"
3,9/23/2010,"78,821","29,344"
4,9/23/2010,"58,883","11,634"
5,9/23/2010,"17,360","3,549"
6,9/23/2010,"17,546","4,718"
7,9/23/2010,"70,139","14,729"
8,9/23/2010,"37,034","6,236"
9,9/23/2010,"92,838","25,267"
11,9/23/2010,"77,471","16,954"
1,9/22/2010,"45,947","22,300"
2,9/22/2010,"76,241","19,554"
3,9/22/2010,"78,730","29,644"
4,9/22/2010,"61,467","11,262"
5,9/22/2010,"19,375","3,995"
6,9/22/2010,"17,897","4,646"
7,9/22/2010,"68,499","13,804"
8,9/22/2010,"43,700","7,322"
9,9/22/2010,"92,687","25,243"
11,9/22/2010,"82,272","17,283"
1,9/21/2010,"58,540","27,172"
2,9/21/2010,"76,092","18,636"
3,9/21/2010,"75,704","28,446"
4,9/21/2010,"58,538","10,605"
5,9/21/2010,"19,314","3,789"
6,9/21/2010,"17,414","4,499"
7,9/21/2010,"68,602","13,948"
8,9/21/2010,"45,104","7,361"
9,9/21/2010,"90,951","24,248"
